capability_id,category,current_status,what_is_it_ru,why_needed_ru,agent_usage_ru,plus_ru,minus_risk_ru,install_needed,platform_profile_pc_windows,platform_profile_ubuntu_vm3,platform_profile_cross_platform,platform_profile_unknown_notes,install_command_candidate,detect_command,validation_command,stress_test_candidate,receipt_required,recommendation,owner_decision,approved_for_install_wave_001,notes_for_owner_ru
PROMPTING_PATTERNS_NO_FAKE_GREEN_RESPONSE_PATTERN,PROMPTING_PATTERNS,CANDIDATE,no fake green response pattern: Mass intake candidate for no fake green response pattern in PROMPTING_PATTERNS.,Mass intake seed for PROMPTING_PATTERNS.,"Можно включать в scope как candidate context, но не активировать без SANDBOX admission. Локальный агент может планировать/документировать, но не исполнять.",Повышает повторяемость задач. Разрешенные use-case: Capability cataloging and validation planning; Scoped candidate execution after explicit admission gate. Статус сейчас: CANDIDATE.,Candidate-only until validation receipts and trust checks exist. Forbidden: Claiming CANON without validation receipt evidence; Using capability outside bounded task scope,False,READY_FOR_SCOPE_USAGE_WITH_RECEIPT_DISCIPLINE.,NOT_TESTED_IN_THIS_TASK; VM3 profile intentionally not touched.,LIKELY_CROSS_PLATFORM_CONTEXT,No installs executed. Detection and planning only.,,"python -c ""from pathlib import Path; p=Path(r'IMPERIUM_NEW_GENERATION/MECHANICUS/ARSENAL/CATEGORIES/PROMPTING_PATTERNS/PROMPTING_PATTERNS_NO_FAKE_GREEN_RESPONSE_PATTERN/capability_card.json'); print(p.exists()); raise SystemExit(0 if p.exists() else 2)""",validate:prompting-patterns-no-fake-green-response-pattern,"Manual stress candidate: run detect_command and validation_command 3x, then compare receipt names and verdict stability.",prompting-patterns-no-fake-green-response-pattern_validation_receipt.json,sandbox,pending,False,source_type=practice; install_gate=GATE-U09-NO-FAKE-GREEN; reserved=false.
PROMPTING_PATTERNS_OWNER_DECISION_QUEUE_PROMPT,PROMPTING_PATTERNS,CANDIDATE,Owner Decision Queue prompt: Mass intake candidate for Owner Decision Queue prompt in PROMPTING_PATTERNS.,Mass intake seed for PROMPTING_PATTERNS.,"Можно включать в scope как candidate context, но не активировать без SANDBOX admission. Локальный агент может планировать/документировать, но не исполнять.",Повышает повторяемость задач. Разрешенные use-case: Capability cataloging and validation planning; Scoped candidate execution after explicit admission gate. Статус сейчас: CANDIDATE.,Candidate-only until validation receipts and trust checks exist. Forbidden: Claiming CANON without validation receipt evidence; Using capability outside bounded task scope,False,READY_FOR_SCOPE_USAGE_WITH_RECEIPT_DISCIPLINE.,NOT_TESTED_IN_THIS_TASK; VM3 profile intentionally not touched.,LIKELY_CROSS_PLATFORM_CONTEXT,No installs executed. Detection and planning only.,,"python -c ""from pathlib import Path; p=Path(r'IMPERIUM_NEW_GENERATION/MECHANICUS/ARSENAL/CATEGORIES/PROMPTING_PATTERNS/PROMPTING_PATTERNS_OWNER_DECISION_QUEUE_PROMPT/capability_card.json'); print(p.exists()); raise SystemExit(0 if p.exists() else 2)""",validate:prompting-patterns-owner-decision-queue-prompt,"Manual stress candidate: run detect_command and validation_command 3x, then compare receipt names and verdict stability.",prompting-patterns-owner-decision-queue-prompt_validation_receipt.json,sandbox,pending,False,source_type=practice; install_gate=GATE-U09-NO-FAKE-GREEN; reserved=false.
PROMPTING_PATTERNS_READ_FIRST_GATE_PROMPT,PROMPTING_PATTERNS,CANDIDATE,read-first gate prompt: Mass intake candidate for read-first gate prompt in PROMPTING_PATTERNS.,Mass intake seed for PROMPTING_PATTERNS.,"Можно включать в scope как candidate context, но не активировать без SANDBOX admission. Локальный агент может планировать/документировать, но не исполнять.",Повышает повторяемость задач. Разрешенные use-case: Capability cataloging and validation planning; Scoped candidate execution after explicit admission gate. Статус сейчас: CANDIDATE.,Candidate-only until validation receipts and trust checks exist. Forbidden: Claiming CANON without validation receipt evidence; Using capability outside bounded task scope,False,READY_FOR_SCOPE_USAGE_WITH_RECEIPT_DISCIPLINE.,NOT_TESTED_IN_THIS_TASK; VM3 profile intentionally not touched.,LIKELY_CROSS_PLATFORM_CONTEXT,No installs executed. Detection and planning only.,,"python -c ""from pathlib import Path; p=Path(r'IMPERIUM_NEW_GENERATION/MECHANICUS/ARSENAL/CATEGORIES/PROMPTING_PATTERNS/PROMPTING_PATTERNS_READ_FIRST_GATE_PROMPT/capability_card.json'); print(p.exists()); raise SystemExit(0 if p.exists() else 2)""",validate:prompting-patterns-read-first-gate-prompt,"Manual stress candidate: run detect_command and validation_command 3x, then compare receipt names and verdict stability.",prompting-patterns-read-first-gate-prompt_validation_receipt.json,sandbox,pending,False,source_type=practice; install_gate=GATE-U09-NO-FAKE-GREEN; reserved=false.
PROMPTING_PATTERNS_SERVITOR_ROLE_RE_ANCHOR_PROMPT,PROMPTING_PATTERNS,CANDIDATE,Servitor role re-anchor prompt: Mass intake candidate for Servitor role re-anchor prompt in PROMPTING_PATTERNS.,Mass intake seed for PROMPTING_PATTERNS.,"Можно включать в scope как candidate context, но не активировать без SANDBOX admission. Локальный агент может планировать/документировать, но не исполнять.",Повышает повторяемость задач. Разрешенные use-case: Capability cataloging and validation planning; Scoped candidate execution after explicit admission gate. Статус сейчас: CANDIDATE.,Candidate-only until validation receipts and trust checks exist. Forbidden: Claiming CANON without validation receipt evidence; Using capability outside bounded task scope,False,READY_FOR_SCOPE_USAGE_WITH_RECEIPT_DISCIPLINE.,NOT_TESTED_IN_THIS_TASK; VM3 profile intentionally not touched.,LIKELY_CROSS_PLATFORM_CONTEXT,No installs executed. Detection and planning only.,,"python -c ""from pathlib import Path; p=Path(r'IMPERIUM_NEW_GENERATION/MECHANICUS/ARSENAL/CATEGORIES/PROMPTING_PATTERNS/PROMPTING_PATTERNS_SERVITOR_ROLE_RE_ANCHOR_PROMPT/capability_card.json'); print(p.exists()); raise SystemExit(0 if p.exists() else 2)""",validate:prompting-patterns-servitor-role-re-anchor-prompt,"Manual stress candidate: run detect_command and validation_command 3x, then compare receipt names and verdict stability.",prompting-patterns-servitor-role-re-anchor-prompt_validation_receipt.json,sandbox,pending,False,source_type=practice; install_gate=GATE-U09-NO-FAKE-GREEN; reserved=false.
PROMPTING_PATTERNS_STRUCTURED_ZIP_DOSSIER_PROMPT,PROMPTING_PATTERNS,CANDIDATE,structured ZIP dossier prompt: Mass intake candidate for structured ZIP dossier prompt in PROMPTING_PATTERNS.,Mass intake seed for PROMPTING_PATTERNS.,"Можно включать в scope как candidate context, но не активировать без SANDBOX admission. Локальный агент может планировать/документировать, но не исполнять.",Повышает повторяемость задач. Разрешенные use-case: Capability cataloging and validation planning; Scoped candidate execution after explicit admission gate. Статус сейчас: CANDIDATE.,Candidate-only until validation receipts and trust checks exist. Forbidden: Claiming CANON without validation receipt evidence; Using capability outside bounded task scope,False,READY_FOR_SCOPE_USAGE_WITH_RECEIPT_DISCIPLINE.,NOT_TESTED_IN_THIS_TASK; VM3 profile intentionally not touched.,LIKELY_CROSS_PLATFORM_CONTEXT,No installs executed. Detection and planning only.,,"python -c ""from pathlib import Path; p=Path(r'IMPERIUM_NEW_GENERATION/MECHANICUS/ARSENAL/CATEGORIES/PROMPTING_PATTERNS/PROMPTING_PATTERNS_STRUCTURED_ZIP_DOSSIER_PROMPT/capability_card.json'); print(p.exists()); raise SystemExit(0 if p.exists() else 2)""",validate:prompting-patterns-structured-zip-dossier-prompt,"Manual stress candidate: run detect_command and validation_command 3x, then compare receipt names and verdict stability.",prompting-patterns-structured-zip-dossier-prompt_validation_receipt.json,sandbox,pending,False,source_type=practice; install_gate=GATE-U09-NO-FAKE-GREEN; reserved=false.
PROMPTING_PATTERNS_TASK_CONTINUATION_PROMPT,PROMPTING_PATTERNS,CANDIDATE,task continuation prompt: Mass intake candidate for task continuation prompt in PROMPTING_PATTERNS.,Mass intake seed for PROMPTING_PATTERNS.,"Можно включать в scope как candidate context, но не активировать без SANDBOX admission. Локальный агент может планировать/документировать, но не исполнять.",Повышает повторяемость задач. Разрешенные use-case: Capability cataloging and validation planning; Scoped candidate execution after explicit admission gate. Статус сейчас: CANDIDATE.,Candidate-only until validation receipts and trust checks exist. Forbidden: Claiming CANON without validation receipt evidence; Using capability outside bounded task scope,False,READY_FOR_SCOPE_USAGE_WITH_RECEIPT_DISCIPLINE.,NOT_TESTED_IN_THIS_TASK; VM3 profile intentionally not touched.,LIKELY_CROSS_PLATFORM_CONTEXT,No installs executed. Detection and planning only.,,"python -c ""from pathlib import Path; p=Path(r'IMPERIUM_NEW_GENERATION/MECHANICUS/ARSENAL/CATEGORIES/PROMPTING_PATTERNS/PROMPTING_PATTERNS_TASK_CONTINUATION_PROMPT/capability_card.json'); print(p.exists()); raise SystemExit(0 if p.exists() else 2)""",validate:prompting-patterns-task-continuation-prompt,"Manual stress candidate: run detect_command and validation_command 3x, then compare receipt names and verdict stability.",prompting-patterns-task-continuation-prompt_validation_receipt.json,sandbox,pending,False,source_type=practice; install_gate=GATE-U09-NO-FAKE-GREEN; reserved=false.
PROMPTING_PATTERNS_VOLUME_BUDGET_PROMPT,PROMPTING_PATTERNS,CANDIDATE,volume budget prompt: Mass intake candidate for volume budget prompt in PROMPTING_PATTERNS.,Mass intake seed for PROMPTING_PATTERNS.,"Можно включать в scope как candidate context, но не активировать без SANDBOX admission. Локальный агент может планировать/документировать, но не исполнять.",Повышает повторяемость задач. Разрешенные use-case: Capability cataloging and validation planning; Scoped candidate execution after explicit admission gate. Статус сейчас: CANDIDATE.,Candidate-only until validation receipts and trust checks exist. Forbidden: Claiming CANON without validation receipt evidence; Using capability outside bounded task scope,False,READY_FOR_SCOPE_USAGE_WITH_RECEIPT_DISCIPLINE.,NOT_TESTED_IN_THIS_TASK; VM3 profile intentionally not touched.,LIKELY_CROSS_PLATFORM_CONTEXT,No installs executed. Detection and planning only.,,"python -c ""from pathlib import Path; p=Path(r'IMPERIUM_NEW_GENERATION/MECHANICUS/ARSENAL/CATEGORIES/PROMPTING_PATTERNS/PROMPTING_PATTERNS_VOLUME_BUDGET_PROMPT/capability_card.json'); print(p.exists()); raise SystemExit(0 if p.exists() else 2)""",validate:prompting-patterns-volume-budget-prompt,"Manual stress candidate: run detect_command and validation_command 3x, then compare receipt names and verdict stability.",prompting-patterns-volume-budget-prompt_validation_receipt.json,sandbox,pending,False,source_type=practice; install_gate=GATE-U09-NO-FAKE-GREEN; reserved=false.
CAP-REF-PATHLIB-DISCIPLINE,REFERENCE_CODE,SANDBOX,pathlib / stdlib file operations discipline: Safe stdlib path handling discipline.,Reduces shell-fragile path mutation logic.,Разрешено только в sandbox-контуре с явной валидационной receipt. Локальный агент может запускать только в экспериментальном контуре.,Повышает повторяемость задач. Разрешенные use-case: Bounded task execution under Mechanicus policy; Evidence-backed validation and report generation. Статус сейчас: SANDBOX.,Current evidence is partial and module-centric. Forbidden: Production-ready claim without receipts; Out-of-scope or unbounded execution,False,READY_FOR_SCOPE_USAGE_WITH_RECEIPT_DISCIPLINE.,NOT_TESTED_IN_THIS_TASK; VM3 profile intentionally not touched.,LIKELY_CROSS_PLATFORM_CONTEXT,No installs executed. Detection and planning only.,,"python -c ""from pathlib import Path; p=Path(r'IMPERIUM_NEW_GENERATION/MECHANICUS/ARSENAL/CATEGORIES/REFERENCE_CODE/CAP-REF-PATHLIB-DISCIPLINE.json'); print(p.exists()); raise SystemExit(0 if p.exists() else 2)""",validate:cap-ref-pathlib-discipline,"Manual stress candidate: run detect_command and validation_command 3x, then compare receipt names and verdict stability.",cap-ref-pathlib-discipline_receipt.json,canon_later,pending,False,source_type=practice; install_gate=GATE-U13-PYTHON-TYPE-SAFETY; reserved=false.
REFERENCE_CODE_CAPABILITY_CARD_SCHEMA,REFERENCE_CODE,CANDIDATE,capability card schema: Mass intake candidate for capability card schema in REFERENCE_CODE.,Mass intake seed for REFERENCE_CODE.,"Можно включать в scope как candidate context, но не активировать без SANDBOX admission. Локальный агент может планировать/документировать, но не исполнять.",Повышает повторяемость задач. Разрешенные use-case: Capability cataloging and validation planning; Scoped candidate execution after explicit admission gate. Статус сейчас: CANDIDATE.,Candidate-only until validation receipts and trust checks exist. Forbidden: Claiming CANON without validation receipt evidence; Using capability outside bounded task scope,False,READY_FOR_SCOPE_USAGE_WITH_RECEIPT_DISCIPLINE.,NOT_TESTED_IN_THIS_TASK; VM3 profile intentionally not touched.,LIKELY_CROSS_PLATFORM_CONTEXT,No installs executed. Detection and planning only.,,"python -c ""from pathlib import Path; p=Path(r'IMPERIUM_NEW_GENERATION/MECHANICUS/ARSENAL/CATEGORIES/REFERENCE_CODE/REFERENCE_CODE_CAPABILITY_CARD_SCHEMA/capability_card.json'); print(p.exists()); raise SystemExit(0 if p.exists() else 2)""",validate:reference-code-capability-card-schema,"Manual stress candidate: run detect_command and validation_command 3x, then compare receipt names and verdict stability.",reference-code-capability-card-schema_validation_receipt.json,sandbox,pending,False,source_type=reference_code; install_gate=GATE-U09-NO-FAKE-GREEN; reserved=false.
REFERENCE_CODE_ORGAN_CONSOLE_LAYOUT_REFERENCE,REFERENCE_CODE,CANDIDATE,organ console layout reference: Mass intake candidate for organ console layout reference in REFERENCE_CODE.,Mass intake seed for REFERENCE_CODE.,"Можно включать в scope как candidate context, но не активировать без SANDBOX admission. Локальный агент может планировать/документировать, но не исполнять.",Повышает повторяемость задач. Разрешенные use-case: Capability cataloging and validation planning; Scoped candidate execution after explicit admission gate. Статус сейчас: CANDIDATE.,Candidate-only until validation receipts and trust checks exist. Forbidden: Claiming CANON without validation receipt evidence; Using capability outside bounded task scope,False,READY_FOR_SCOPE_USAGE_WITH_RECEIPT_DISCIPLINE.,NOT_TESTED_IN_THIS_TASK; VM3 profile intentionally not touched.,LIKELY_CROSS_PLATFORM_CONTEXT,No installs executed. Detection and planning only.,,"python -c ""from pathlib import Path; p=Path(r'IMPERIUM_NEW_GENERATION/MECHANICUS/ARSENAL/CATEGORIES/REFERENCE_CODE/REFERENCE_CODE_ORGAN_CONSOLE_LAYOUT_REFERENCE/capability_card.json'); print(p.exists()); raise SystemExit(0 if p.exists() else 2)""",validate:reference-code-organ-console-layout-reference,"Manual stress candidate: run detect_command and validation_command 3x, then compare receipt names and verdict stability.",reference-code-organ-console-layout-reference_validation_receipt.json,sandbox,pending,False,source_type=reference_code; install_gate=GATE-U09-NO-FAKE-GREEN; reserved=false.
REFERENCE_CODE_OWNER_QUESTION_SCHEMA,REFERENCE_CODE,CANDIDATE,owner question schema: Mass intake candidate for owner question schema in REFERENCE_CODE.,Mass intake seed for REFERENCE_CODE.,"Можно включать в scope как candidate context, но не активировать без SANDBOX admission. Локальный агент может планировать/документировать, но не исполнять.",Повышает повторяемость задач. Разрешенные use-case: Capability cataloging and validation planning; Scoped candidate execution after explicit admission gate. Статус сейчас: CANDIDATE.,Candidate-only until validation receipts and trust checks exist. Forbidden: Claiming CANON without validation receipt evidence; Using capability outside bounded task scope,False,READY_FOR_SCOPE_USAGE_WITH_RECEIPT_DISCIPLINE.,NOT_TESTED_IN_THIS_TASK; VM3 profile intentionally not touched.,LIKELY_CROSS_PLATFORM_CONTEXT,No installs executed. Detection and planning only.,,"python -c ""from pathlib import Path; p=Path(r'IMPERIUM_NEW_GENERATION/MECHANICUS/ARSENAL/CATEGORIES/REFERENCE_CODE/REFERENCE_CODE_OWNER_QUESTION_SCHEMA/capability_card.json'); print(p.exists()); raise SystemExit(0 if p.exists() else 2)""",validate:reference-code-owner-question-schema,"Manual stress candidate: run detect_command and validation_command 3x, then compare receipt names and verdict stability.",reference-code-owner-question-schema_validation_receipt.json,sandbox,pending,False,source_type=reference_code; install_gate=GATE-U09-NO-FAKE-GREEN; reserved=false.
REFERENCE_CODE_READ_ONLY_SMOKE_HARNESS,REFERENCE_CODE,CANDIDATE,read-only smoke harness: Mass intake candidate for read-only smoke harness in REFERENCE_CODE.,Mass intake seed for REFERENCE_CODE.,"Можно включать в scope как candidate context, но не активировать без SANDBOX admission. Локальный агент может планировать/документировать, но не исполнять.",Повышает повторяемость задач. Разрешенные use-case: Capability cataloging and validation planning; Scoped candidate execution after explicit admission gate. Статус сейчас: CANDIDATE.,Candidate-only until validation receipts and trust checks exist. Forbidden: Claiming CANON without validation receipt evidence; Using capability outside bounded task scope,False,READY_FOR_SCOPE_USAGE_WITH_RECEIPT_DISCIPLINE.,NOT_TESTED_IN_THIS_TASK; VM3 profile intentionally not touched.,LIKELY_CROSS_PLATFORM_CONTEXT,No installs executed. Detection and planning only.,,"python -c ""from pathlib import Path; p=Path(r'IMPERIUM_NEW_GENERATION/MECHANICUS/ARSENAL/CATEGORIES/REFERENCE_CODE/REFERENCE_CODE_READ_ONLY_SMOKE_HARNESS/capability_card.json'); print(p.exists()); raise SystemExit(0 if p.exists() else 2)""",validate:reference-code-read-only-smoke-harness,"Manual stress candidate: run detect_command and validation_command 3x, then compare receipt names and verdict stability.",reference-code-read-only-smoke-harness_validation_receipt.json,sandbox,pending,False,source_type=reference_code; install_gate=GATE-U09-NO-FAKE-GREEN; reserved=false.
REFERENCE_CODE_SAFE_JSON_WRITE_HELPER,REFERENCE_CODE,CANDIDATE,safe JSON write helper: Mass intake candidate for safe JSON write helper in REFERENCE_CODE.,Mass intake seed for REFERENCE_CODE.,"Можно включать в scope как candidate context, но не активировать без SANDBOX admission. Локальный агент может планировать/документировать, но не исполнять.",Повышает повторяемость задач. Разрешенные use-case: Capability cataloging and validation planning; Scoped candidate execution after explicit admission gate. Статус сейчас: CANDIDATE.,Candidate-only until validation receipts and trust checks exist. Forbidden: Claiming CANON without validation receipt evidence; Using capability outside bounded task scope,False,READY_FOR_SCOPE_USAGE_WITH_RECEIPT_DISCIPLINE.,NOT_TESTED_IN_THIS_TASK; VM3 profile intentionally not touched.,LIKELY_CROSS_PLATFORM_CONTEXT,No installs executed. Detection and planning only.,,"python -c ""from pathlib import Path; p=Path('IMPERIUM_NEW_GENERATION/MECHANICUS/ARSENAL/CATEGORIES/REFERENCE_CODE/REFERENCE_CODE_SAFE_JSON_WRITE_HELPER/capability_card.json'); print(p.exists()); raise SystemExit(0 if p.exists() else 2)""",validate:reference-code-safe-json-write-helper,"Manual stress candidate: run detect_command and validation_command 3x, then compare receipt names and verdict stability.",reference-code-safe-json-write-helper_validation_receipt.json,sandbox,pending,False,source_type=reference_code; install_gate=GATE-U09-NO-FAKE-GREEN; reserved=false.
REFERENCE_CODE_SCOPE_EXPORT_SCHEMA,REFERENCE_CODE,CANDIDATE,scope export schema: Mass intake candidate for scope export schema in REFERENCE_CODE.,Mass intake seed for REFERENCE_CODE.,"Можно включать в scope как candidate context, но не активировать без SANDBOX admission. Локальный агент может планировать/документировать, но не исполнять.",Повышает повторяемость задач. Разрешенные use-case: Capability cataloging and validation planning; Scoped candidate execution after explicit admission gate. Статус сейчас: CANDIDATE.,Candidate-only until validation receipts and trust checks exist. Forbidden: Claiming CANON without validation receipt evidence; Using capability outside bounded task scope,False,READY_FOR_SCOPE_USAGE_WITH_RECEIPT_DISCIPLINE.,NOT_TESTED_IN_THIS_TASK; VM3 profile intentionally not touched.,LIKELY_CROSS_PLATFORM_CONTEXT,No installs executed. Detection and planning only.,,"python -c ""from pathlib import Path; p=Path(r'IMPERIUM_NEW_GENERATION/MECHANICUS/ARSENAL/CATEGORIES/REFERENCE_CODE/REFERENCE_CODE_SCOPE_EXPORT_SCHEMA/capability_card.json'); print(p.exists()); raise SystemExit(0 if p.exists() else 2)""",validate:reference-code-scope-export-schema,"Manual stress candidate: run detect_command and validation_command 3x, then compare receipt names and verdict stability.",reference-code-scope-export-schema_validation_receipt.json,sandbox,pending,False,source_type=reference_code; install_gate=GATE-U09-NO-FAKE-GREEN; reserved=false.
REFERENCE_CODE_STATUS_BADGE_SYSTEM,REFERENCE_CODE,CANDIDATE,status badge system: Mass intake candidate for status badge system in REFERENCE_CODE.,Mass intake seed for REFERENCE_CODE.,"Можно включать в scope как candidate context, но не активировать без SANDBOX admission. Локальный агент может планировать/документировать, но не исполнять.",Повышает повторяемость задач. Разрешенные use-case: Capability cataloging and validation planning; Scoped candidate execution after explicit admission gate. Статус сейчас: CANDIDATE.,Candidate-only until validation receipts and trust checks exist. Forbidden: Claiming CANON without validation receipt evidence; Using capability outside bounded task scope,False,READY_FOR_SCOPE_USAGE_WITH_RECEIPT_DISCIPLINE.,NOT_TESTED_IN_THIS_TASK; VM3 profile intentionally not touched.,LIKELY_CROSS_PLATFORM_CONTEXT,No installs executed. Detection and planning only.,,"python -c ""from pathlib import Path; p=Path(r'IMPERIUM_NEW_GENERATION/MECHANICUS/ARSENAL/CATEGORIES/REFERENCE_CODE/REFERENCE_CODE_STATUS_BADGE_SYSTEM/capability_card.json'); print(p.exists()); raise SystemExit(0 if p.exists() else 2)""",validate:reference-code-status-badge-system,"Manual stress candidate: run detect_command and validation_command 3x, then compare receipt names and verdict stability.",reference-code-status-badge-system_validation_receipt.json,sandbox,pending,False,source_type=reference_code; install_gate=GATE-U09-NO-FAKE-GREEN; reserved=false.
REFERENCE_CODE_VALIDATION_RECEIPT_SCHEMA,REFERENCE_CODE,CANDIDATE,validation receipt schema: Mass intake candidate for validation receipt schema in REFERENCE_CODE.,Mass intake seed for REFERENCE_CODE.,"Можно включать в scope как candidate context, но не активировать без SANDBOX admission. Локальный агент может планировать/документировать, но не исполнять.",Повышает повторяемость задач. Разрешенные use-case: Capability cataloging and validation planning; Scoped candidate execution after explicit admission gate. Статус сейчас: CANDIDATE.,Candidate-only until validation receipts and trust checks exist. Forbidden: Claiming CANON without validation receipt evidence; Using capability outside bounded task scope,False,READY_FOR_SCOPE_USAGE_WITH_RECEIPT_DISCIPLINE.,NOT_TESTED_IN_THIS_TASK; VM3 profile intentionally not touched.,LIKELY_CROSS_PLATFORM_CONTEXT,No installs executed. Detection and planning only.,,"python -c ""from pathlib import Path; p=Path(r'IMPERIUM_NEW_GENERATION/MECHANICUS/ARSENAL/CATEGORIES/REFERENCE_CODE/REFERENCE_CODE_VALIDATION_RECEIPT_SCHEMA/capability_card.json'); print(p.exists()); raise SystemExit(0 if p.exists() else 2)""",validate:reference-code-validation-receipt-schema,"Manual stress candidate: run detect_command and validation_command 3x, then compare receipt names and verdict stability.",reference-code-validation-receipt-schema_validation_receipt.json,sandbox,pending,False,source_type=reference_code; install_gate=GATE-U09-NO-FAKE-GREEN; reserved=false.
SEARCH_INDEXING_CATEGORY_LOOKUP_INDEX,SEARCH_INDEXING,CANDIDATE,category lookup index: Mass intake candidate for category lookup index in SEARCH_INDEXING.,Mass intake seed for SEARCH_INDEXING.,"Можно включать в scope как candidate context, но не активировать без SANDBOX admission. Локальный агент может планировать/документировать, но не исполнять.",Повышает повторяемость задач. Разрешенные use-case: Capability cataloging and validation planning; Scoped candidate execution after explicit admission gate. Статус сейчас: CANDIDATE.,Candidate-only until validation receipts and trust checks exist. Forbidden: Claiming CANON without validation receipt evidence; Using capability outside bounded task scope Требует owner gate на установку.,True,DETECT_ONLY_NOW; install only after Owner approval wave.,NOT_TESTED_IN_THIS_TASK; VM3 profile intentionally not touched.,TO_VERIFY_PER_PLATFORM_PROFILE,No installs executed. Detection and planning only.,TO_DEFINE_BY_OWNER_INSTALL_GATE,TO_DEFINE_DETECT_COMMAND,validate:search-indexing-category-lookup-index,"Manual stress candidate: run detect_command and validation_command 3x, then compare receipt names and verdict stability.",search-indexing-category-lookup-index_validation_receipt.json,keep_candidate,pending,False,source_type=external_tool; install_gate=GATE-ARSENAL-EXTERNAL-INSTALL-ADMISSION; reserved=false.
SEARCH_INDEXING_FUTURE_EMBEDDING_INDEX_PLACEHOLDER,SEARCH_INDEXING,CANDIDATE,future embedding index placeholder: Mass intake candidate for future embedding index placeholder in SEARCH_INDEXING.,Mass intake seed for SEARCH_INDEXING.,"Можно включать в scope как candidate context, но не активировать без SANDBOX admission. Локальный агент может планировать/документировать, но не исполнять.",Повышает повторяемость задач. Разрешенные use-case: Capability cataloging and validation planning; Scoped candidate execution after explicit admission gate. Статус сейчас: CANDIDATE.,Candidate-only until validation receipts and trust checks exist. Forbidden: Claiming CANON without validation receipt evidence; Using capability outside bounded task scope Требует owner gate на установку.,True,DETECT_ONLY_NOW; install only after Owner approval wave.,NOT_TESTED_IN_THIS_TASK; VM3 profile intentionally not touched.,TO_VERIFY_PER_PLATFORM_PROFILE,No installs executed. Detection and planning only.,TO_DEFINE_BY_OWNER_INSTALL_GATE,TO_DEFINE_DETECT_COMMAND,validate:search-indexing-future-embedding-index-placeholder,"Manual stress candidate: run detect_command and validation_command 3x, then compare receipt names and verdict stability.",search-indexing-future-embedding-index-placeholder_validation_receipt.json,keep_candidate,pending,False,source_type=external_tool; install_gate=GATE-ARSENAL-EXTERNAL-INSTALL-ADMISSION; reserved=false.
SEARCH_INDEXING_RECEIPT_PATH_INDEX,SEARCH_INDEXING,CANDIDATE,receipt path index: Mass intake candidate for receipt path index in SEARCH_INDEXING.,Mass intake seed for SEARCH_INDEXING.,"Можно включать в scope как candidate context, но не активировать без SANDBOX admission. Локальный агент может планировать/документировать, но не исполнять.",Повышает повторяемость задач. Разрешенные use-case: Capability cataloging and validation planning; Scoped candidate execution after explicit admission gate. Статус сейчас: CANDIDATE.,Candidate-only until validation receipts and trust checks exist. Forbidden: Claiming CANON without validation receipt evidence; Using capability outside bounded task scope Требует owner gate на установку.,True,DETECT_ONLY_NOW; install only after Owner approval wave.,NOT_TESTED_IN_THIS_TASK; VM3 profile intentionally not touched.,TO_VERIFY_PER_PLATFORM_PROFILE,No installs executed. Detection and planning only.,TO_DEFINE_BY_OWNER_INSTALL_GATE,TO_DEFINE_DETECT_COMMAND,validate:search-indexing-receipt-path-index,"Manual stress candidate: run detect_command and validation_command 3x, then compare receipt names and verdict stability.",search-indexing-receipt-path-index_validation_receipt.json,keep_candidate,pending,False,source_type=external_tool; install_gate=GATE-ARSENAL-EXTERNAL-INSTALL-ADMISSION; reserved=false.
SEARCH_INDEXING_REPORT_PATH_INDEX,SEARCH_INDEXING,CANDIDATE,report path index: Mass intake candidate for report path index in SEARCH_INDEXING.,Mass intake seed for SEARCH_INDEXING.,"Можно включать в scope как candidate context, но не активировать без SANDBOX admission. Локальный агент может планировать/документировать, но не исполнять.",Повышает повторяемость задач. Разрешенные use-case: Capability cataloging and validation planning; Scoped candidate execution after explicit admission gate. Статус сейчас: CANDIDATE.,Candidate-only until validation receipts and trust checks exist. Forbidden: Claiming CANON without validation receipt evidence; Using capability outside bounded task scope Требует owner gate на установку.,True,DETECT_ONLY_NOW; install only after Owner approval wave.,NOT_TESTED_IN_THIS_TASK; VM3 profile intentionally not touched.,TO_VERIFY_PER_PLATFORM_PROFILE,No installs executed. Detection and planning only.,TO_DEFINE_BY_OWNER_INSTALL_GATE,TO_DEFINE_DETECT_COMMAND,validate:search-indexing-report-path-index,"Manual stress candidate: run detect_command and validation_command 3x, then compare receipt names and verdict stability.",search-indexing-report-path-index_validation_receipt.json,keep_candidate,pending,False,source_type=external_tool; install_gate=GATE-ARSENAL-EXTERNAL-INSTALL-ADMISSION; reserved=false.
